sis_id,school_id,student_id,section_id,attendance_date,attendance_type,attendance_status,excuse_code
att-13a60d9ea6,3e0d6,28a356,6a6bd72c,2025-04-01,section,present,
att-ad219dc530,3e0d6,f94914,6a6bd72c,2025-04-01,section,present,
att-afee14449c,3e0d6,785649,6a6bd72c,2025-04-01,section,present,
att-eb3a457a72,3e0d6,47a7e8,6a6bd72c,2025-04-01,section,present,
att-32dadc4809,3e0d6,f72cf5,6a6bd72c,2025-04-01,section,present,
att-4f90c8f5ec,3e0d6,4de41b,6a6bd72c,2025-04-01,section,present,
att-d29c071043,3e0d6,533206,6a6bd72c,2025-04-01,section,present,
att-b8d5f95e31,3e0d6,4d1851,6a6bd72c,2025-04-01,section,present,
att-d32b0d184f,3e0d6,f47343,6a6bd72c,2025-04-01,section,present,
att-1cb7e45eaf,3e0d6,423c13,6a6bd72c,2025-04-01,section,present,
att-53e391ce4d,3e0d6,95de6e,6a6bd72c,2025-04-01,section,present,
att-e59431fbee,3e0d6,bfa11d,6a6bd72c,2025-04-01,section,present,
att-4b1ace15d8,3e0d6,cc08ff,6a6bd72c,2025-04-01,section,present,
att-789dc71735,3e0d6,5b0e66,6a6bd72c,2025-04-01,section,present,
att-a77937494a,3e0d6,df307d,6a6bd72c,2025-04-01,section,present,
att-5f0e918d6f,3e0d6,9f18c5,4a67d359,2025-04-01,section,tardy,EXC-385
att-a61a50a74e,3e0d6,46d3bc,4a67d359,2025-04-01,section,absent,EXC-552
att-378431b78e,3e0d6,0f6a96,4a67d359,2025-04-01,section,present,
att-f8d96ca637,3e0d6,c1060d,4a67d359,2025-04-01,section,present,
att-3ee7c9fb1e,3e0d6,3fceb0,4a67d359,2025-04-01,section,present,
att-e204bfee54,3e0d6,55361d,4a67d359,2025-04-01,section,present,
att-a3252dda4b,3e0d6,e895d7,4a67d359,2025-04-01,section,present,
att-6f7955f678,3e0d6,d22597,4a67d359,2025-04-01,section,present,
att-ed4e5430dd,3e0d6,ee2812,4a67d359,2025-04-01,section,present,
att-799da7cb05,3e0d6,ee0236,4a67d359,2025-04-01,section,present,
att-99b00c3d85,3e0d6,680a0f,4a67d359,2025-04-01,section,present,
att-0729116273,3e0d6,37ef23,4a67d359,2025-04-01,section,present,
att-f03d1fee2e,3e0d6,81ba45,4a67d359,2025-04-01,section,present,
att-afeaccaffe,3e0d6,8441a8,4a67d359,2025-04-01,section,present,
att-1a82e0e7f2,3e0d6,d8eba7,4a67d359,2025-04-01,section,present,
att-3cfd9ba943,3e0d6,0cf7f8,aee205bb,2025-04-01,section,present,
att-8a3d9abc32,3e0d6,46dce1,aee205bb,2025-04-01,section,present,
att-e3548c38e9,3e0d6,99d327,aee205bb,2025-04-01,section,present,
att-db15879c9e,3e0d6,e05df0,aee205bb,2025-04-01,section,present,
att-7459698118,3e0d6,456f0b,aee205bb,2025-04-01,section,present,
att-a9929dc8f7,3e0d6,704f67,aee205bb,2025-04-01,section,absent,EXC-805
att-4ad45dad5d,3e0d6,32bc47,aee205bb,2025-04-01,section,present,
att-2309313ac6,3e0d6,e5d030,aee205bb,2025-04-01,section,present,
att-4946de31a2,3e0d6,a642b2,aee205bb,2025-04-01,section,present,
att-654df341a5,3e0d6,3091d8,aee205bb,2025-04-01,section,present,
att-9396c421ef,3e0d6,fa54fc,aee205bb,2025-04-01,section,present,
att-f24f2ceb96,3e0d6,3b17df,aee205bb,2025-04-01,section,present,
att-de6b71059f,3e0d6,775caa,aee205bb,2025-04-01,section,present,
att-f78e388a65,3e0d6,e48c46,aee205bb,2025-04-01,section,present,
att-e5fa762910,3e0d6,1017cb,aee205bb,2025-04-01,section,present,
att-0b9d3a5f4f,3e0d6,738790,b30d2b94,2025-04-01,section,present,
att-3f019145b7,3e0d6,6aa41e,b30d2b94,2025-04-01,section,tardy,EXC-318
att-97f7b32834,3e0d6,cf01f2,b30d2b94,2025-04-01,section,absent,EXC-453
att-847e60f110,3e0d6,84cd93,b30d2b94,2025-04-01,section,present,
att-0e4a74e634,3e0d6,43d4b3,b30d2b94,2025-04-01,section,present,
att-d4009408dd,3e0d6,cafc14,b30d2b94,2025-04-01,section,present,
att-704a7e7948,3e0d6,5158b7,b30d2b94,2025-04-01,section,present,
att-8c9351fde0,3e0d6,22cb8e,b30d2b94,2025-04-01,section,present,
att-4e605d0bed,3e0d6,828fe7,b30d2b94,2025-04-01,section,present,
att-14ef4e8891,3e0d6,7b78eb,b30d2b94,2025-04-01,section,present,
att-5f1b8c874c,3e0d6,cbfe23,b30d2b94,2025-04-01,section,present,
att-568aa40baf,3e0d6,1a7174,b30d2b94,2025-04-01,section,tardy,EXC-596
att-56229950e5,3e0d6,32c496,b30d2b94,2025-04-01,section,present,
att-78b25ea5b0,3e0d6,c17730,b30d2b94,2025-04-01,section,present,
att-f704186135,3e0d6,cb0901,b30d2b94,2025-04-01,section,present,
att-d77f5b3e15,3e0d6,d17679,dccbab04,2025-04-01,section,present,
att-1217f2d7ab,3e0d6,892faf,dccbab04,2025-04-01,section,present,
att-91dfa4963f,3e0d6,55d844,dccbab04,2025-04-01,section,absent,EXC-642
att-ef1ecc12c4,3e0d6,04eb11,dccbab04,2025-04-01,section,present,
att-78a625228f,3e0d6,7aaa84,dccbab04,2025-04-01,section,present,
att-e9eebb92b2,3e0d6,017542,dccbab04,2025-04-01,section,present,
att-bc95fd911c,3e0d6,37c7e6,dccbab04,2025-04-01,section,present,
att-2f7e1b6ad1,3e0d6,ac91eb,dccbab04,2025-04-01,section,present,
att-555e77a09e,3e0d6,48eb9d,dccbab04,2025-04-01,section,present,
att-1b0ec034ba,3e0d6,1e57a7,dccbab04,2025-04-01,section,present,
att-7589d464f8,3e0d6,002fcc,dccbab04,2025-04-01,section,present,
att-ab4174e0bd,3e0d6,e5140c,dccbab04,2025-04-01,section,tardy,EXC-341
att-a7b85aef19,3e0d6,e5c236,dccbab04,2025-04-01,section,present,
att-3ce4c08ba0,3e0d6,42acf4,dccbab04,2025-04-01,section,present,
att-a27ae4224e,3e0d6,c52e8e,dccbab04,2025-04-01,section,present,
att-615b7d453c,3e0d6,6ec84e,bef6b3f1,2025-04-01,section,present,
att-bbd8b2db07,3e0d6,19aba3,bef6b3f1,2025-04-01,section,present,
att-884bbc24c0,3e0d6,05c361,bef6b3f1,2025-04-01,section,present,
att-5c9b55b5d1,3e0d6,9c08b6,bef6b3f1,2025-04-01,section,present,
att-d01eafd228,3e0d6,a81a3c,bef6b3f1,2025-04-01,section,absent,EXC-770
att-590cf09a67,3e0d6,190f56,bef6b3f1,2025-04-01,section,present,
att-89df055021,3e0d6,d8c9c2,bef6b3f1,2025-04-01,section,present,
att-cb08b8f4ef,3e0d6,cc5138,bef6b3f1,2025-04-01,section,absent,EXC-713
att-46b5af2f7b,3e0d6,d491cd,bef6b3f1,2025-04-01,section,present,
att-47014daeac,3e0d6,85388d,bef6b3f1,2025-04-01,section,present,
att-218f994514,3e0d6,bc25ad,bef6b3f1,2025-04-01,section,present,
att-67982dddd2,3e0d6,ee3e8c,bef6b3f1,2025-04-01,section,present,
att-f2b19d1602,3e0d6,ef9f5d,bef6b3f1,2025-04-01,section,present,
att-7b3e59add8,3e0d6,7c231f,bef6b3f1,2025-04-01,section,present,
att-123fca3be9,3e0d6,f2d3e3,bef6b3f1,2025-04-01,section,present,
att-c29806bb96,63dbd,24ce06,64aecfaf,2025-04-01,section,present,
att-dda3a83723,63dbd,ce2011,64aecfaf,2025-04-01,section,present,
att-da00b011fa,63dbd,54485e,64aecfaf,2025-04-01,section,present,
att-b7188b9310,63dbd,2e7f66,64aecfaf,2025-04-01,section,present,
att-32df365b71,63dbd,b4c873,64aecfaf,2025-04-01,section,present,
att-4371ab4c6d,63dbd,0eae0f,64aecfaf,2025-04-01,section,present,
att-d2527723d7,63dbd,444be7,64aecfaf,2025-04-01,section,present,
att-4e08feee34,63dbd,32d159,64aecfaf,2025-04-01,section,present,
att-a57b55f827,63dbd,73c95f,64aecfaf,2025-04-01,section,absent,EXC-451
att-64fb09b2c8,63dbd,f79111,64aecfaf,2025-04-01,section,present,
att-97da78354e,63dbd,95dc7c,64aecfaf,2025-04-01,section,present,
att-bb1b2f458f,63dbd,e8fbae,64aecfaf,2025-04-01,section,present,
att-4030d85c28,63dbd,8579cf,64aecfaf,2025-04-01,section,present,
att-c6463eb9f8,63dbd,2bc4f2,64aecfaf,2025-04-01,section,absent,EXC-865
att-6eccd99a6f,63dbd,aeb5ee,64aecfaf,2025-04-01,section,absent,EXC-220
att-437f7f42f8,63dbd,6c7639,1b3ad4a8,2025-04-01,section,present,
att-e05aae9e50,63dbd,0ef8e3,1b3ad4a8,2025-04-01,section,present,
att-0f300f59dd,63dbd,17860c,1b3ad4a8,2025-04-01,section,present,
att-aec258f262,63dbd,e30303,1b3ad4a8,2025-04-01,section,present,
att-5687c58368,63dbd,6cd7c9,1b3ad4a8,2025-04-01,section,present,
att-83faf88f88,63dbd,50ca28,1b3ad4a8,2025-04-01,section,present,
att-13f4392844,63dbd,41c6fe,1b3ad4a8,2025-04-01,section,present,
att-62a29f0713,63dbd,47012b,1b3ad4a8,2025-04-01,section,present,
att-f3d3851c64,63dbd,76362c,1b3ad4a8,2025-04-01,section,present,
att-bf28293fbb,63dbd,abd532,1b3ad4a8,2025-04-01,section,present,
att-8822f48a87,63dbd,4581cb,1b3ad4a8,2025-04-01,section,present,
att-fe49b86bbb,63dbd,a0ece4,1b3ad4a8,2025-04-01,section,present,
att-73890a11fd,63dbd,4cf203,1b3ad4a8,2025-04-01,section,present,
att-8f0bdf1347,63dbd,1aaeb8,1b3ad4a8,2025-04-01,section,present,
att-4fbf47ae74,63dbd,71e6f0,1b3ad4a8,2025-04-01,section,present,
att-c8d0a90261,63dbd,366dca,a7a4e939,2025-04-01,section,present,
att-48ef39858f,63dbd,583bad,a7a4e939,2025-04-01,section,present,
att-f91cab1e8d,63dbd,279358,a7a4e939,2025-04-01,section,present,
att-bc38b657ad,63dbd,00efef,a7a4e939,2025-04-01,section,present,
att-794f86fc8b,63dbd,97735a,a7a4e939,2025-04-01,section,present,
att-3ad34c77d8,63dbd,be9014,a7a4e939,2025-04-01,section,present,
att-73c5289382,63dbd,de810a,a7a4e939,2025-04-01,section,present,
att-a489f629ec,63dbd,03fcff,a7a4e939,2025-04-01,section,tardy,EXC-385
att-3f1d35bb46,63dbd,281c6d,a7a4e939,2025-04-01,section,present,
att-a18cd1926d,63dbd,7f6376,a7a4e939,2025-04-01,section,present,
att-ccbd1004ad,63dbd,ebf046,a7a4e939,2025-04-01,section,present,
att-4b8ccdb9a0,63dbd,87add0,a7a4e939,2025-04-01,section,present,
att-50e2173091,63dbd,4ba39c,a7a4e939,2025-04-01,section,present,
att-554af26f60,63dbd,0183cd,a7a4e939,2025-04-01,section,present,
att-b447d6dc42,63dbd,64aff1,a7a4e939,2025-04-01,section,present,
att-d0615661bb,63dbd,360483,0c5e922e,2025-04-01,section,present,
att-f20f0fd9f0,63dbd,af08da,0c5e922e,2025-04-01,section,present,
att-bb7f60c3eb,63dbd,1c3427,0c5e922e,2025-04-01,section,present,
att-dc09c6c710,63dbd,e9504d,0c5e922e,2025-04-01,section,tardy,EXC-375
att-c851afeecd,63dbd,8d0394,0c5e922e,2025-04-01,section,present,
att-295dbb3702,63dbd,e57468,0c5e922e,2025-04-01,section,present,
att-9c928aaa3e,63dbd,cdc92b,0c5e922e,2025-04-01,section,present,
att-500171001e,63dbd,001cac,0c5e922e,2025-04-01,section,present,
att-12977f8cb5,63dbd,86d151,0c5e922e,2025-04-01,section,present,
att-c3e0664f8d,63dbd,b44a3a,0c5e922e,2025-04-01,section,present,
att-ab13969e28,63dbd,7f8793,0c5e922e,2025-04-01,section,present,
att-664a9e549e,63dbd,4a5cfd,0c5e922e,2025-04-01,section,present,
att-14727abe6c,63dbd,7e0b3d,0c5e922e,2025-04-01,section,present,
att-1f8d3572ab,63dbd,57cc43,0c5e922e,2025-04-01,section,present,
att-8d98f7a1ce,63dbd,1b33b8,0c5e922e,2025-04-01,section,present,
att-da4ff0164e,63dbd,f5dc7b,0b87a099,2025-04-01,section,absent,EXC-993
att-9661c62f7f,63dbd,14a43a,0b87a099,2025-04-01,section,present,
att-3b16b15e2b,63dbd,4410fb,0b87a099,2025-04-01,section,present,
att-ff1352c1af,63dbd,fc49c7,0b87a099,2025-04-01,section,present,
att-ea253a2c9a,63dbd,301c50,0b87a099,2025-04-01,section,present,
att-fecf1cf491,63dbd,d80256,0b87a099,2025-04-01,section,absent,EXC-790
att-bd318c85a8,63dbd,c4a73b,0b87a099,2025-04-01,section,present,
att-5216baf086,63dbd,5f5cc1,0b87a099,2025-04-01,section,present,
att-8637094472,63dbd,4ce581,0b87a099,2025-04-01,section,present,
att-522ac28acb,63dbd,5f28c0,0b87a099,2025-04-01,section,present,
att-413cdddd2d,63dbd,24a188,0b87a099,2025-04-01,section,present,
att-ead1103193,63dbd,19eb82,0b87a099,2025-04-01,section,present,
att-936e4af2e4,63dbd,6ea75e,0b87a099,2025-04-01,section,present,
att-e72e7d2da6,63dbd,580d1c,0b87a099,2025-04-01,section,present,
att-d7b006b9bf,63dbd,a097d0,0b87a099,2025-04-01,section,present,
att-73ad960d08,63dbd,53e002,ddd76426,2025-04-01,section,present,
att-73619b4014,63dbd,7f210f,ddd76426,2025-04-01,section,present,
att-243a799735,63dbd,55198b,ddd76426,2025-04-01,section,present,
att-d9f791d530,63dbd,187fa2,ddd76426,2025-04-01,section,present,
att-fd76c98195,63dbd,77cc56,ddd76426,2025-04-01,section,present,
att-431de16bfa,63dbd,1cf2b6,ddd76426,2025-04-01,section,present,
att-2a923097d4,63dbd,6e6a7b,ddd76426,2025-04-01,section,present,
att-06c23f4b8f,63dbd,fe1e29,ddd76426,2025-04-01,section,present,
att-ce472ccff1,63dbd,7e6bf8,ddd76426,2025-04-01,section,present,
att-c0df67a01b,63dbd,05e22b,ddd76426,2025-04-01,section,present,
att-4e6ff937e8,63dbd,c74cb4,ddd76426,2025-04-01,section,present,
att-2c470aec30,63dbd,bd8550,ddd76426,2025-04-01,section,present,
att-8cbcb98a47,63dbd,ca68e2,ddd76426,2025-04-01,section,present,
att-9dcf50aaad,63dbd,8cf39a,ddd76426,2025-04-01,section,present,
att-554ff6f305,63dbd,cad5ae,ddd76426,2025-04-01,section,present,
att-3fdb972238,63dbd,8b34ae,29951f10,2025-04-01,section,present,
att-d1ac88b02c,63dbd,bf922a,29951f10,2025-04-01,section,present,
att-12783a4453,63dbd,34bdb6,29951f10,2025-04-01,section,present,
att-f078230015,63dbd,907a49,29951f10,2025-04-01,section,present,
att-84d47ec133,63dbd,565532,29951f10,2025-04-01,section,present,
att-8bf7b2be31,63dbd,9a4e20,29951f10,2025-04-01,section,present,
att-caa364f744,63dbd,5e4185,29951f10,2025-04-01,section,present,
att-a81402921e,63dbd,ff0456,29951f10,2025-04-01,section,present,
att-2a8efcda2b,63dbd,cde3c1,29951f10,2025-04-01,section,present,
att-8b8e4045cb,63dbd,683194,29951f10,2025-04-01,section,present,
att-df269cdfc5,63dbd,2bf3e0,29951f10,2025-04-01,section,present,
att-34a4bbebf3,63dbd,24386e,29951f10,2025-04-01,section,present,
att-c236fd4294,63dbd,5dda77,29951f10,2025-04-01,section,present,
att-313fd19024,63dbd,494965,29951f10,2025-04-01,section,present,
att-88f751582f,63dbd,4fa9b9,29951f10,2025-04-01,section,present,
att-aa884357c0,63dbd,9bc3e4,b454804a,2025-04-01,section,present,
att-20ae191a6a,63dbd,a5c3f1,b454804a,2025-04-01,section,present,
att-7f7d16424c,63dbd,dc684d,b454804a,2025-04-01,section,present,
att-e5cf1ceb0e,63dbd,0f6ec6,b454804a,2025-04-01,section,present,
att-58b93365dd,63dbd,a05d30,b454804a,2025-04-01,section,present,
att-8df84dab65,63dbd,daf75f,b454804a,2025-04-01,section,present,
att-b806bee610,63dbd,09a101,b454804a,2025-04-01,section,present,
att-90e7638ea8,63dbd,f985f6,b454804a,2025-04-01,section,present,
att-8a1e00c7a9,63dbd,22a70a,b454804a,2025-04-01,section,present,
att-feed8fd741,63dbd,e947f4,b454804a,2025-04-01,section,present,
att-9d43bb062a,63dbd,e19e2d,b454804a,2025-04-01,section,present,
att-98a8de1b4c,63dbd,07af94,b454804a,2025-04-01,section,present,
att-da5e445b5c,63dbd,bb359e,b454804a,2025-04-01,section,present,
att-4bee99295a,63dbd,639944,b454804a,2025-04-01,section,present,
att-4894e96d01,63dbd,b3c980,b454804a,2025-04-01,section,present,
att-628f42ec34,63dbd,3348f3,395a3fd9,2025-04-01,section,present,
att-e55594e9b2,63dbd,f4dc7c,395a3fd9,2025-04-01,section,present,
att-1d2d1401a4,63dbd,fb181b,395a3fd9,2025-04-01,section,present,
att-f32be694c6,63dbd,5d7d73,395a3fd9,2025-04-01,section,present,
att-d99cafc627,63dbd,6ce5fe,395a3fd9,2025-04-01,section,present,
att-73eea54d42,63dbd,4d9763,395a3fd9,2025-04-01,section,present,
att-195945d1a0,63dbd,5fd4c6,395a3fd9,2025-04-01,section,present,
att-9e5967c91c,63dbd,80e981,395a3fd9,2025-04-01,section,present,
att-1473fa3be4,63dbd,48a81a,395a3fd9,2025-04-01,section,present,
att-01bb285fe3,63dbd,a4a376,395a3fd9,2025-04-01,section,present,
att-3a6b98e8b5,63dbd,646f60,395a3fd9,2025-04-01,section,present,
att-190d851838,63dbd,6830ba,395a3fd9,2025-04-01,section,present,
att-7fffe5c7f0,63dbd,49b7a2,395a3fd9,2025-04-01,section,present,
att-30f60a9518,63dbd,6a72ff,395a3fd9,2025-04-01,section,absent,EXC-397
att-174919372c,63dbd,ff2e08,395a3fd9,2025-04-01,section,present,
att-de30556d75,63dbd,53b7b6,2442b80a,2025-04-01,section,present,
att-607d67c378,63dbd,064693,2442b80a,2025-04-01,section,present,
att-63b0c64b79,63dbd,dceada,2442b80a,2025-04-01,section,present,
att-72f214d6d0,63dbd,410749,2442b80a,2025-04-01,section,present,
att-79a4948b29,63dbd,b2fc52,2442b80a,2025-04-01,section,present,
att-fac26f48fe,63dbd,481cad,2442b80a,2025-04-01,section,tardy,EXC-326
att-863f1f40d5,63dbd,0fd397,2442b80a,2025-04-01,section,present,
att-97d76dd210,63dbd,fc1408,2442b80a,2025-04-01,section,present,
att-85449a11be,63dbd,1469f5,2442b80a,2025-04-01,section,present,
att-c09cda7932,63dbd,d805b9,2442b80a,2025-04-01,section,present,
att-02402ece4e,63dbd,8818b2,2442b80a,2025-04-01,section,present,
att-564efd26ad,63dbd,3ad21a,2442b80a,2025-04-01,section,present,
att-2f79fa990d,63dbd,6eb739,2442b80a,2025-04-01,section,present,
att-34538459c2,63dbd,e3a2f2,2442b80a,2025-04-01,section,present,
att-097c46093b,63dbd,c6c16d,2442b80a,2025-04-01,section,tardy,EXC-597
att-ec55f9a096,a4d7d3,078753,90fc9160,2025-04-01,section,present,
att-e18964733e,a4d7d3,60fc76,90fc9160,2025-04-01,section,present,
att-0f53902993,a4d7d3,f12908,90fc9160,2025-04-01,section,present,
att-2ef3ee3dc2,a4d7d3,a14977,90fc9160,2025-04-01,section,present,
att-3096cc607a,a4d7d3,f453d7,90fc9160,2025-04-01,section,present,
att-f661f3d881,a4d7d3,4c4549,90fc9160,2025-04-01,section,present,
att-ebb4c83a78,a4d7d3,cffc78,90fc9160,2025-04-01,section,tardy,EXC-628
att-ab5672ca2f,a4d7d3,ee0b6c,90fc9160,2025-04-01,section,present,
att-d0bf8edd47,a4d7d3,773613,90fc9160,2025-04-01,section,present,
att-7c1768e9c7,a4d7d3,130cdd,90fc9160,2025-04-01,section,present,
att-32258a9360,a4d7d3,cc3376,90fc9160,2025-04-01,section,present,
att-eb73a0eaf4,a4d7d3,06c0d0,90fc9160,2025-04-01,section,present,
att-0c2fa3c2a6,a4d7d3,817c8b,90fc9160,2025-04-01,section,present,
att-3f02786616,a4d7d3,21cf7b,90fc9160,2025-04-01,section,present,
att-cf0543fada,a4d7d3,0515f6,90fc9160,2025-04-01,section,tardy,EXC-834
att-a024899c0e,a4d7d3,ed4dca,48af789f,2025-04-01,section,present,
att-72ed49bb3c,a4d7d3,5b0a60,48af789f,2025-04-01,section,present,
att-678aa6af23,a4d7d3,81fe57,48af789f,2025-04-01,section,present,
att-6401160b43,a4d7d3,bd95db,48af789f,2025-04-01,section,present,
att-699ad75304,a4d7d3,9ab604,48af789f,2025-04-01,section,present,
att-5160acc151,a4d7d3,569a16,48af789f,2025-04-01,section,present,
att-ee387834d7,a4d7d3,82e59d,48af789f,2025-04-01,section,present,
att-4f05d08cd0,a4d7d3,9efd44,48af789f,2025-04-01,section,present,
att-1559372e66,a4d7d3,d98cd0,48af789f,2025-04-01,section,present,
att-8209da50f8,a4d7d3,4a2512,48af789f,2025-04-01,section,present,
att-417386905c,a4d7d3,03870c,48af789f,2025-04-01,section,present,
att-3886fd028e,a4d7d3,aba841,48af789f,2025-04-01,section,present,
att-38b0eacadb,a4d7d3,51b342,48af789f,2025-04-01,section,present,
att-fbc0df23a1,a4d7d3,395dd5,48af789f,2025-04-01,section,present,
att-c3e0d2208f,a4d7d3,f7ff81,48af789f,2025-04-01,section,present,
att-71262ba100,a4d7d3,46e320,3d6ebcb3,2025-04-01,section,present,
att-cfdfeb339b,a4d7d3,0edcd8,3d6ebcb3,2025-04-01,section,absent,EXC-173
att-440814d653,a4d7d3,a29a2a,3d6ebcb3,2025-04-01,section,present,
att-45bce88ff0,a4d7d3,3fae21,3d6ebcb3,2025-04-01,section,present,
att-160adbb5f0,a4d7d3,5cb972,3d6ebcb3,2025-04-01,section,present,
att-cc646f4cec,a4d7d3,de44b8,3d6ebcb3,2025-04-01,section,present,
att-19c7f9ef9c,a4d7d3,7e87a5,3d6ebcb3,2025-04-01,section,present,
att-b0c097320a,a4d7d3,f4b72c,3d6ebcb3,2025-04-01,section,present,
att-e3c5ac97eb,a4d7d3,b1bfc3,3d6ebcb3,2025-04-01,section,present,
att-036f94e209,a4d7d3,db3fe0,3d6ebcb3,2025-04-01,section,present,
att-0eb3a31172,a4d7d3,f13827,3d6ebcb3,2025-04-01,section,present,
att-a571c291b2,a4d7d3,f64a48,3d6ebcb3,2025-04-01,section,present,
att-b4b77f6948,a4d7d3,ab0659,3d6ebcb3,2025-04-01,section,present,
att-aba4a892c3,a4d7d3,c40e2b,3d6ebcb3,2025-04-01,section,present,
att-19d7c2803d,a4d7d3,77f5b9,3d6ebcb3,2025-04-01,section,present,
att-60574ae957,a4d7d3,fc28b9,a6dc07d3,2025-04-01,section,present,
att-d6a13231a2,a4d7d3,5b092e,a6dc07d3,2025-04-01,section,present,
att-42e8628ae6,a4d7d3,696f82,a6dc07d3,2025-04-01,section,present,
att-720a5a29ed,a4d7d3,5f4abd,a6dc07d3,2025-04-01,section,present,
att-a8b165b858,a4d7d3,6d1a17,a6dc07d3,2025-04-01,section,present,
att-15629ec595,a4d7d3,527dc8,a6dc07d3,2025-04-01,section,present,
